Journal_Title_Normalized,added,Journal Title,ISSN,Remove_Date,Add_Date,Reason,Data Source,URL,reason_category
journal of nursing education and practice,False,Journal of Nursing Education and Practice,"1925-4040, 1925-4059",2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of nutritional health & food science,False,Journal of Nutritional Health & Food Science,2372-0980,2016-10-05,1677-09-22,use of fake impact factor,DOAJ,,interesting reason
journal of oral and maxillofacial pathology,False,Journal of Oral and Maxillofacial Pathology,1998-393X,2017-09-05,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
journal of parathyroid disease,False,Journal of Parathyroid Disease,2345-6558,2021-10-05,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of pediatric neurosciences,False,Journal of Pediatric Neurosciences,1998-3948,2017-09-01,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
journal of pharma research,False,Journal of Pharma Research,2319-5622,2016-11-30,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of pharmaceutical and scientific innovation,False,Journal of Pharmaceutical and Scientific Innovation,2277-4572,2017-02-23,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of pharmacognosy and phytochemistry,False,Journal of Pharmacognosy and Phytochemistry,2278-4136,2017-04-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of pharmacology and pharmacotherapeutics,False,Journal of Pharmacology and Pharmacotherapeutics,0976-5018,2017-07-07,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of philosophy of life,False,Journal of Philosophy of Life,2185-4505,2017-06-24,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
journal of physics: conference series,False,Journal of Physics: Conference Series,1742-6596,2017-03-28,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of plant breeding and genetics,False,Journal of Plant Breeding and Genetics,2308-121X,2017-05-16,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of plant studies,False,Journal of Plant Studies,"1927-0461, 1927-047X",2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of political studies,False,Journal of Political Studies,2308-8338,2017-06-22,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
journal of politics and law,False,Journal of Politics and Law,"1913-9047, 1913-9055",2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of praxis in multicultural education,False,Journal of Praxis in Multicultural Education,1931-0242,2017-07-12,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
journal of psychiatry and brain science,False,Journal of Psychiatry and Brain Science,398-385X,2019-11-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of psychology & clinical psychiatry,False,Journal of Psychology & Clinical Psychiatry,2373-6445,2017-05-13,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of public administration and governance,False,Journal of Public Administration and Governance,2161-7104,2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of quantum information science,False,Journal of Quantum Information Science," 2162-5751, 2162-576X",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of radiation research and applied sciences,False,Journal of Radiation Research and Applied Sciences,2314-7164,2022-03-31,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of radiology and imaging,False,Journal of Radiology and Imaging,2399-8172,2019-04-10,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of rafsanjan university of medical sciences,False,Journal of Rafsanjan University of Medical Sciences,1735-3165,2017-02-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of regional & socio-economic issues,False,Journal of Regional & Socio-Economic Issues,2049-1395,2017-02-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of regional and city planning,False,Journal of Regional and City Planning,2502-6429,2019-02-25,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of reliability and statistical studies,False,Journal of Reliability and Statistical Studies,2229-5666,2017-06-22,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
journal of research in dentistry,False,Journal of Research in Dentistry,2317-5907,2017-06-08,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
journal of research in medical and dental science,False,Journal of Research in Medical and Dental Science,2347-2367,2022-06-14,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
"journal of research in science, mathematics and technology education",False,"Journal of Research in Science, Mathematics and Technology Education",2577-6789,2021-09-17,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
"journal of research on trade, management and economic development",False,"Journal of Research on Trade, Management and Economic Development",2345-1424,2021-07-19,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of respiratory medicine,False,Journal of respiratory medicine,2314-6958,2015-11-25,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of school of public health and institute of public health research,False,Journal of School of Public Health and Institute of Public Health Research,1735-7586,2015-11-10,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of science and technology,False,Journal of Science and Technology,2229-8460,2017-09-11,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
journal of science and technology of greenhouse culture,False,Journal of Science and Technology of Greenhouse Culture,2008-9082,2017-03-25,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of scientific initiation on international relations,False,Journal of Scientific Initiation on International Relations,2318-9452,2020-08-16,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
journal of scientometric research,False,Journal of Scientometric Research,2321-6654,2016-10-14,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of security engineering,False,Journal of Security Engineering,1738-7531,2017-05-10,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of sensor technology,False,Journal of Sensor Technology," 2161-122X, 2161-1238",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of service science and management,False,Journal of Service Science and Management," 1940-9893, 1940-9907",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of signal and information processing,False,Journal of Signal and Information Processing," 2159-4465, 2159-4481",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of skin and stem cell,False,Journal of Skin and Stem Cell,2423-7086,2019-10-04,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of society and communication,False,Journal of Society and Communication,2200-6591,2015-03-06,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
journal of software engineering and applications,False,Journal of Software Engineering and Applications," 1945-3116, 1945-3124",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of solid tumors,False,Journal of Solid Tumors,"1925-4067, 1925-4075",2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of speech sciences,False,Journal of Speech Sciences,2236-9740,2015-09-08,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of studies in education,False,Journal of Studies in Education,2162-6952,2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of surface engineered materials and advanced technology,False,Journal of Surface Engineered Materials and Advanced Technology,"2161-4881, 2161-489X",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of surgery and medicine,False,Journal of Surgery and Medicine,2602-2079,2022-02-07,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of surgical dermatology,False,Journal of Surgical Dermatology,2424-9084,2018-12-22,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of sustainable development,False,Journal of Sustainable Development,"1913-9063, 1913-9071",2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of technical education and training,False,Journal of Technical Education and Training,2229-8932,2017-07-18,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
journal of the canadian academy of child and adolescent psychiatry,False,Journal of the Canadian Academy of Child and Adolescent Psychiatry,1719-8429,2017-02-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of the european association for studies of australia,False,Journal of the European Association for Studies of Australia,2013-6897,2017-07-18,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
journal of the faculty of veterinary medicine,False,Journal of the Faculty of Veterinary Medicine,1017-8422,2016-12-08,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of the human and social science researches (itobiad),False,Journal of the Human and Social Science Researches (itobiad),2147-1185,2017-10-17,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
journal of the indonesian mathematical society,False,Journal of the Indonesian Mathematical Society,2086-8952,2020-09-02,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
journal of the royal college of physicians of edinburgh,False,Journal of the Royal College of Physicians of Edinburgh,2042-8189,2017-09-01,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
journal of the turkish-german gynecological association,False,Journal of the Turkish-German Gynecological Association,1309-0399,2021-06-15,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of theoretical and applied computer science,False,Journal of Theoretical and Applied Computer Science,2299-2634,2017-06-16,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
journal of theoretical and applied information,False,Journal of Theoretical and Applied Information,1817-3195,2017-07-19,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
journal of theoretical educational science,False,Journal of Theoretical Educational Science,1308-1659,2017-05-06,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of theoretical physics and cryptography,False,Journal of Theoretical Physics and Cryptography,2322-3138,2017-07-04,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
journal of transdisciplinary environmental studies,False,Journal of Transdisciplinary Environmental Studies,1602-2297,2017-07-12,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
journal of translational internal medicine,False,Journal of Translational Internal Medicine,2224-4018,2017-12-13,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of transportation technologies,False,Journal of Transportation Technologies," 2160-0473, 2160-0481",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of universal college of medical sciences,False,Journal of Universal College of Medical Sciences,2091-2846,2017-02-28,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of university of babylon,False,Journal of University of Babylon,1992-0652,2018-12-06,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of visual art and design,False,Journal of Visual Art and Design,2337-5795,2019-08-26,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of water and land development,False,Journal of Water and Land Development,2083-4535,2022-04-27,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
journal of water resource and protection,False,Journal of Water Resource and Protection," 1945-3094, 1945-3108",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of water resources research,False,Journal of Water Resources Research,"2166-6024, 2166-5982",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
"journal of wireless mobile networks, ubiquitous computing, and dependable applications",False,"Journal of Wireless Mobile Networks, Ubiquitous Computing, and Dependable Applications",2093-5374,2017-08-04,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
journal of women's health and gynecology,False,Journal of Women's Health and Gynecology,2379-6715,2020-11-18,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of world's poultry research,False,Journal of World's Poultry Research,2322-455X,2017-08-22,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal of young pharmacists,False,Journal of Young Pharmacists,0975-1483,2016-10-14,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
journal on english as a foreign language,False,Journal on English as a Foreign Language,2502-6615,2022-02-23,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
"journal the winners: economics, business, management, and information system journal",False,"Journal the Winners: Economics, Business, Management, and Information System Journal",1412-1212,2020-04-10,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
jppm (jurnal pengabdian dan pemberdayaan masyarakat),False,JPPM (Jurnal Pengabdian dan Pemberdayaan Masyarakat),2549-8347,2019-06-04,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jptk (jurnal pendidikan teknologi dan kejuruan),False,JPTK (Jurnal Pendidikan Teknologi dan Kejuruan),0216-3241,2018-08-27,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
jsfk (jurnal sains farmasi dan klinis),False,JSFK (Jurnal Sains Farmasi dan Klinis),2407-7062,2018-09-14,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jst (jurnal sains dan teknologi),False,JST (Jurnal Sains dan Teknologi),2303-3142,2018-08-27,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
jundishapur journal of chronic disease care,False,Jundishapur Journal of Chronic Disease Care,2322-4207,2019-10-04,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
jundishapur journal of health sciences,False,Jundishapur Journal of Health Sciences,2252-0627,2019-10-04,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
juridica international (tartu),False,Juridica International (Tartu),1406-1082,2017-03-29,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurisdictie: jurnal hukum dan syariah,False,Jurisdictie: Jurnal Hukum dan Syariah,2086-7549,2018-10-01,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
jurnal agribisnis indonesia,False,Jurnal Agribisnis Indonesia,2354-5690,2019-10-04,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal aisyah: jurnal ilmu kesehatan,False,Jurnal Aisyah: Jurnal Ilmu Kesehatan,2502-4825,2018-11-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal berkala kesehatan,False,Jurnal Berkala Kesehatan,2477-3190,2018-12-03,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal bioedukatika,False,Jurnal Bioedukatika,2338-6630,2018-05-10,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal cakrawala hukum,False,Jurnal Cakrawala Hukum,2356-4962,2021-06-08,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal cakrawala pendas,False,Jurnal Cakrawala Pendas,2579-4442,2022-03-14,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal capture,False,Jurnal Capture,2338-428X,2020-09-03,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
jurnal cita hukum,False,Jurnal Cita Hukum,2502-230X,2022-02-23,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal dinamika sosial budaya,False,Jurnal Dinamika Sosial Budaya,1410-9859,2021-12-17,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal edukasi,False,Jurnal Edukasi,2460-4917,2022-03-10,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
"jurnal eeccis (electrics, electronics, communications, controls, informatics, systems)",False,"Jurnal EECCIS (Electrics, Electronics, Communications, Controls, Informatics, Systems)",1978-3345,2020-05-15,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
jurnal ekonomi kuantitatif terapan,False,Jurnal Ekonomi Kuantitatif Terapan,2303-0186,2021-10-25,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal el-hayah,False,Jurnal el-Hayah,2460-7207,2022-04-04,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal elementer,False,Jurnal Elementer,2443-4167,2019-12-13,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal gizi dan dietetik indonesia,False,Jurnal Gizi dan Dietetik Indonesia,2503-183X,2022-02-17,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal guidena,False,Jurnal Guidena,2088-9623,2018-08-01,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal hukum dan peradilan,False,Jurnal Hukum dan Peradilan,2528-1100,2021-03-15,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal ilmiah administrasi publik,False,Jurnal Ilmiah Administrasi Publik,2302-2698,2022-03-07,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal ilmiah ekonomi dan bisnis,False,Jurnal Ilmiah Ekonomi dan Bisnis,1829-9822,2019-01-05,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal ilmiah ibnu sina,False,Jurnal Ilmiah Ibnu Sina,2502-647X,2019-05-31,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal ilmiah pendidikan dan pembelajaran,False,Jurnal Ilmiah Pendidikan dan Pembelajaran,1858-4543,2018-08-27,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
jurnal ilmiah sekolah dasar,False,Jurnal Ilmiah Sekolah Dasar,2579-3276,2018-08-27,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
jurnal ilmiah spektrum,False,Jurnal Ilmiah Spektrum,2302-3163,2021-08-30,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal ilmu dan kesehatan hewan,False,Jurnal Ilmu dan Kesehatan Hewan,2302-6057,2020-09-02,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
jurnal inovasi pendidikan ipa,False,Jurnal Inovasi Pendidikan IPA,2406-9205,2021-08-26,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal inspirasi bisnis dan manajemen,False,Jurnal Inspirasi Bisnis dan Manajemen,2579-9401,2020-11-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal ipteks terapan,False,Jurnal Ipteks Terapan,1979-9292,2019-06-17,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal jaffray,False,Jurnal Jaffray,2407-4047,2020-08-06,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
jurnal kajian bali,False,Jurnal Kajian Bali, 2088-4443,2020-01-27,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal kajian ilmiah,False,Jurnal Kajian Ilmiah,2597-792X,2021-11-09,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal kajian informasi & perpustakaan,False,Jurnal Kajian Informasi & Perpustakaan,2303-2677,2019-05-02,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal kebijakan perikanan indonesia,False,Jurnal Kebijakan Perikanan Indonesia,2502-6550,2022-04-04,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal kelautan,False,Jurnal Kelautan,2476-9991,2021-08-25,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal keolahragaan,False,Jurnal Keolahragaan,2461-0259,2021-08-26,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal kependudukan indonesia,False,Jurnal Kependudukan Indonesia,2502-8537,2022-02-24,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal keperawatan soedirman,False,Jurnal Keperawatan Soedirman,1907-6673,2019-11-15,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal kesehatan lingkungan indonesia,False,Jurnal Kesehatan Lingkungan Indonesia,1412-4939,2019-10-28,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal ketahanan nasional,False,Jurnal Ketahanan Nasional,2527-9688,2022-02-25,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal ling tera,False,Jurnal Ling Tera,2406-9213,2021-10-25,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal manajemen motivasi,False,Jurnal Manajemen Motivasi,2085-1596,2019-02-14,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
"jurnal matematika, sains dan teknologi",False,"Jurnal Matematika, Sains dan Teknologi",1411-1934,2020-04-17,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
jurnal medika veterinaria,False,Jurnal Medika Veterinaria,2503-1600,2022-02-02,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal neutrino,False,Jurnal Neutrino,1979-6374,2018-10-01,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
jurnal niara,False,Jurnal Niara,1693-3516,2019-01-03,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal nusantara aplikasi manajemen bisnis,False,Jurnal Nusantara Aplikasi Manajemen Bisnis,2528-0929,2020-12-16,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
jurnal organisasi dan manajemen,False,Jurnal Organisasi dan Manajemen,2085-9686,2020-04-17,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
jurnal pendidikan bahasa dan sastra,False,Jurnal Pendidikan Bahasa dan Sastra,1412-0712,2022-02-18,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal pendidikan dan pengajaran,False,Jurnal Pendidikan dan Pengajaran,2301-7821,2018-08-27,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
jurnal pendidikan indonesia,False,Jurnal Pendidikan Indonesia,2303-288X,2018-08-27,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
jurnal penelitian komunikasi,False,Jurnal Penelitian Komunikasi,2460-0172,2022-03-29,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal penelitian perikanan indonesia,False,Jurnal Penelitian Perikanan Indonesia,0853-5884,2022-02-23,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal penelitian pos dan informatika,False,Jurnal Penelitian Pos dan Informatika,2476-9266,2022-03-08,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal pengajaran mipa,False,Jurnal Pengajaran MIPA,2443-3616,2021-07-14,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal pengembangan rekayasa dan teknologi,False,Jurnal Pengembangan Rekayasa dan Teknologi,1410-9840,2022-01-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal pertanian agros,False,Jurnal Pertanian Agros,2528-1488,2022-03-15,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal prima edukasi,False,Jurnal Prima Edukasi,2338-4743,2022-04-01,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal pustaka budaya,False,Jurnal Pustaka Budaya,2355-1186,2018-08-06,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal riset akuakultur,False,Jurnal Riset Akuakultur,1907-6754,2019-02-21,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal riset ekonomi dan bisnis,False,Jurnal Riset Ekonomi dan Bisnis,1979-4800,2021-11-05,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal riset pendidikan matematika,False,Jurnal Riset Pendidikan Matematika,2356-2684,2022-02-24,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal riset teknologi pencegahan pencemaran industri,False,Jurnal Riset Teknologi Pencegahan Pencemaran Industri,2087-0965,2020-05-18,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
jurnal sistem informasi bisnis,False,Jurnal Sistem Informasi Bisnis,2088-3587,2018-08-01,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal spektran,False,Jurnal Spektran,2302-2590,2020-09-02,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
jurnal studi komunikasi,False,Jurnal Studi Komunikasi,2549-7626,2022-05-18,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal teknologi,False,Jurnal Teknologi,2460-0288,2021-12-01,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal teknologi pangan dan hasil pertanian,False,Jurnal Teknologi Pangan dan Hasil Pertanian,1693-9115,2021-11-05,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal teknosains: jurnal ilmiah sains dan teknologi,False,Jurnal Teknosains: Jurnal Ilmiah Sains dan Teknologi,2443-1311,2021-12-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnal varidika,False,Jurnal Varidika,0852-0976,2022-02-21,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
jurnalul de chirurgie,False,Jurnalul de Chirurgie,1584-9341,2016-09-07,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
jwm: jurnal wawasan manajemen,False,JWM: Jurnal Wawasan Manajemen,2527-6034,2022-03-09,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
"kairos : journal of rhetoric, technology, and pedagogy",False,"Kairos : Journal of Rhetoric, Technology, and Pedagogy",1521-2300,2017-03-25,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
kansas journal of medicine,False,Kansas Journal of Medicine,1948-2035,2015-11-13,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
kansas library association college and university libraries section proceedings,False,Kansas Library Association College and University Libraries Section Proceedings,2160-942X,2016-03-03,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
karadeniz fen bilimleri dergisi,False,Karadeniz Fen Bilimleri Dergisi,1309-4726,2021-08-03,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
karaelmas science and engineering journal,False,Karaelmas Science and Engineering Journal,2146-4987,2017-05-15,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
karsa: the journal of social and islamic culture,False,Karsa: The journal of Social and Islamic Culture,2442-4285,2020-12-09,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
kca journal of business management,False,KCA Journal of Business Management,2072-7992,2017-01-04,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
khazar journal of humanities and social sciences,False,Khazar Journal of Humanities and Social Sciences,2223-2613,2017-05-13,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
kinetik,False,Kinetik,2503-2259,2020-04-15,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
klik: kumpulan jurnal ilmu komputer,False,KLIK: Kumpulan jurnaL Ilmu Komputer,2443-406X,2022-03-11,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
knowledge & health journal,False,Knowledge & Health Journal,1735-577X,2016-12-08,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
kocaeli üniversitesi sağlık bilimleri dergisi,False,Kocaeli Üniversitesi Sağlık Bilimleri Dergisi,2149-8571,2022-05-02,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
kompiuteruli mec'nierebani da telekomunikac'iebi,False,Kompiuteruli Mec'nierebani da Telekomunikac'iebi,1512-1232,2016-12-24,1677-09-22,no OA statement  no licence,DOAJ,,interesting reason
koncept (kirov),False,Koncept (Kirov),2304-120X,2016-11-23,1677-09-22,No licence,DOAJ,,interesting reason
korean journal of medical history,False,Korean Journal of Medical History,1225-505X,2017-06-24,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
koroze a ochrana materialu,False,Koroze a Ochrana Materialu,1804-1213,2022-04-14,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
koşuyolu heart journal,False,Koşuyolu Heart Journal,2149-2972,2021-04-01,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
kriminologija i socijalna integracija,False,Kriminologija i Socijalna Integracija,1330-2604,2017-01-22,1677-09-22,no licence,DOAJ,,interesting reason
