Journal_Title_Normalized,added,Journal Title,ISSN,Remove_Date,Add_Date,Reason,Data Source,URL,reason_category
scientific journal of veterinary advances,False,Scientific Journal of Veterinary Advances,2322-1879,2017-07-12,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
scientific journal of zoology,False,Scientific Journal of Zoology,2322-293X,2017-07-12,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
scientific papers of silesian university of technology. organization and management series,False,Scientific Papers of Silesian University of Technology. Organization and Management Series,1641-3466,2020-10-07,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
scientific research and essays,False,Scientific Research and Essays,1992-2248,2016-09-06,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
scimetr,False,Scimetr,2351-9681,2017-03-01,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
security and social order strategic studies journal,False,Security and Social Order Strategic Studies Journal,2322-3456,2017-05-19,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
security issue,False,Security issue,2409-7543,2019-09-17,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
sehepunkte : rezensionsjournal für die geschichtswissenschaften,False,sehepunkte : Rezensionsjournal für die Geschichtswissenschaften,1618-6168,2017-02-08,1677-09-22,No info on license,DOAJ,,interesting reason
semen,False,Semen,0761-2990,2016-10-15,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
seminaire lotharingien de combinatoire,False,Seminaire Lotharingien de Combinatoire,1286-4889,2017-06-19,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
sententia: european journal of humanities and social sciences,False,Sententia: European Journal of Humanities and Social Sciences,1339-4010,2019-09-17,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
serbian journal of dermatology and venereology,False,Serbian Journal of Dermatology and Venereology,2406-0631,2022-04-19,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
serie bibliotecología y gestión de información,False,Serie Bibliotecología y Gestión de Información,0718-1701,2016-01-21,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
shafa orthopedic journal,False,Shafa Orthopedic Journal,2383-4315,2019-10-04,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
shirkah journal of economics and business,False,Shirkah Journal of Economics and Business,2503-4243,2022-02-16,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
shìd,False,Shìd,1728-9343,2017-07-13,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
sigmae,False,Sigmae,2317-0840,2017-04-11,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
signal processing : an international journal,False,Signal Processing : An International Journal,1985-2339,2016-10-10,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
signifikan,False,Signifikan,2476-9223,2022-02-23,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
signos históricos,False,Signos Históricos,1665-4420,2017-06-08,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
sigurnost,False,Sigurnost,0350-6886,2017-01-21,1677-09-22,no licence,DOAJ,,interesting reason
silpakorn university science and technology journal,False,Silpakorn University Science and Technology Journal,1905-9159,2015-11-04,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
sintagma. revista de lingüística,False,Sintagma. Revista de Lingüística,0214-9141,2016-01-21,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
sir syed journal of education & social research,False,Sir Syed Journal of Education & Social Research,2706-6525,2021-01-15,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
sistemas & gestão,False,Sistemas & Gestão,1980-5160,2017-03-02,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
sjme: supremum journal of mathematics education,False,SJME: Supremum Journal of Mathematics Education,2549-3639,2018-08-06,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
skandinaviske sprogstudier,False,Skandinaviske Sprogstudier,1904-7843,2017-06-24,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
skase journal of theoretical linguistics,False,SKASE Journal of Theoretical Linguistics,1336-782X,2017-02-23,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
slovo : journal of slavic languages and literatures,False,Slovo : Journal of Slavic Languages and Literatures,0348-744X,2016-01-19,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
"smad revista electrónica salud mental, alcohol y drogas",False,"SMAD Revista Electrónica Salud Mental, Alcohol y Drogas",1806-6976,2016-08-24,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
smad: revista eletrônica saúde mental álcool e drogas,False,SMAD: Revista Eletrônica Saúde Mental Álcool e Drogas,1806-6976,2016-08-24,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
smart grid,False,Smart Grid,"2161-8763, 2161-8771",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
smart grid and renewable energy,False,Smart Grid and Renewable Energy," 2151-481X, 2151-4844",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
smile dental journal,False,Smile Dental Journal,2072-4748,2016-11-06,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
social and natural sciences journal,False,Social and Natural Sciences Journal,1804-4158,2017-05-13,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
social networking,False,Social Networking," 2169-3285, 2169-3323",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
social studies research and practice,False,Social Studies Research and Practice,1933-5415,2016-12-10,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
socialinis darbas: patirtis ir metodai,False,Socialinis Darbas: Patirtis ir Metodai,2029-0470,2016-01-27,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
socialist studies,False,Socialist Studies,1918-2821,2017-09-05,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
sociedade e cultura,False,Sociedade e Cultura,1980-8194,2022-04-25,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
società mutamentopolitica: rivista italiana di sociologia,False,Società MutamentoPolitica: Rivista Italiana di Sociologia,2038-3150,2020-08-14,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
socio-legal review,False,Socio-Legal Review,0973-5216,2017-07-06,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
sociology mind,False,Sociology Mind," 2160-083X, 2160-0848",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
sociosfera,False,Sociosfera,2078-7081,2016-10-13,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
sodality: jurnal sosiologi pedesaan,False,Sodality: Jurnal Sosiologi Pedesaan,2302-7517,2020-03-09,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
"sodality: jurnal transdisiplin sosiology, komunikasi dan ekologi manusia",False,"Sodality: Jurnal Transdisiplin Sosiology, Komunikasi dan Ekologi Manusia",1978-4333,2020-03-09,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
soft nanoscience letters,False,Soft Nanoscience Letters," 2160-0600, 2160-0740",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
sokoto journal of veterinary sciences,False,Sokoto Journal of Veterinary Sciences,2315-6201,2017-10-17,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
sola : scientific online letters on the atmosphere,False,SOLA : Scientific Online Letters on the Atmosphere,1349-6476,2017-07-12,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
soldagem & inspeção,False,Soldagem & Inspeção,0104-9224,2022-05-04,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
solutions journal,False,Solutions Journal,2154-0926,2017-01-04,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
sort,False,SORT,2013-8830,2016-10-18,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
sosyal güvence dergisi,False,Sosyal Güvence Dergisi,2146-5649,2021-08-03,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
south africa heart journal,False,South Africa Heart Journal,2071-4602,2017-01-24,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
south african journal of science and technology,False,South African Journal of Science and Technology,2222-4173,2022-04-21,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
south asian studies : a research journal of south asian studies,False,South Asian Studies : A Research Journal of South Asian Studies,1026-678X,2017-05-19,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
south east asian journal of management,False,South East Asian Journal of Management,2355-6641,2022-04-12,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
south-east european journal of political science,False,South-East European Journal of Political Science,2286-4547,2017-07-18,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
southeast asian studies,False,Southeast Asian Studies,2186-7275,2017-08-04,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
southern african business review,False,Southern African Business Review,1998-8125,2017-01-24,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
sovremennye tehnologii v medicine,False,Sovremennye Tehnologii v Medicine,2076-4243,2016-08-28,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
space research,False,Space Research,2453-8817,2019-09-17,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
speculum,False,Speculum,1810-4797,2016-11-01,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
sport scientific and practical aspects,False,Sport Scientific And Practical Aspects,1840-4413,2016-12-25,1677-09-22,no OA statement  no licence,DOAJ,,interesting reason
"sport si societate : revista de educatie fizica, sport si stiinte conexe",False,"Sport si Societate : Revista de Educatie Fizica, Sport si Stiinte Conexe",1582-2168,2017-02-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
sqs : journal of queer studies in finland,False,SQS : Journal of Queer Studies in Finland,1796-5551,2017-06-24,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
stanford technology law review,False,Stanford Technology Law Review,1098-4267,2017-08-02,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
statistics surveys,False,Statistics Surveys,1935-7516,2015-10-19,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
"statistics, optimization and information computing",False,"Statistics, Optimization and Information Computing",2311-004X,2019-04-17,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
stellenbosch theological journal,False,Stellenbosch Theological Journal,2413-9467,2017-02-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
stem cell discovery,False,Stem Cell Discovery," 2161-6760, 2161-6787",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
stomatology edu journal,False,Stomatology Edu Journal,2360-2406,2019-12-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
stomatos,False,Stomatos,1519-4442,2017-03-08,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
strategies in trauma and limb reconstruction,False,Strategies in Trauma and Limb Reconstruction,1828-8928,2021-01-13,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
studia celtica posnaniensia,False,Studia Celtica Posnaniensia,2451-4160,2022-04-27,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
studia commercialia bratislavensia,False,Studia Commercialia Bratislavensia,1337-7493,2022-04-27,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
studia humanistyczne,False,Studia Humanistyczne,1732-2189,2020-05-25,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
studia quaternaria,False,Studia Quaternaria,2300-0384,2020-05-04,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
studia universitatis petru maior : historia,False,Studia Universitatis Petru Maior : Historia,1582-8433,2017-07-18,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
